Student_ID,Age,Gender,Attendance,Study_Hours,Internal_Marks,Aptitude_Score,Coding_Score,Communication_Score,Project_Count,Mock_Interview_Score,CGPA,Internship,Placement_Ready,Semester,Python_Skill,SQL_Skill,ML_Basics,Certifications,Hackathons,LeetCode_Problems,GitHub_Projects,Soft_Skills,Expected_Package_LPA,CGPA_Capped
220,18,Male,88,2.0,52,97,52,75.0,2,70,5.85,No,No,4,77,68,33,1,2,205,8,54,4.3,5.85
221,21,Male,99,2.6,83,40,24,41.0,3,68,7.16,No,No,4,69,62,41,1,0,324,3,70,5.55,7.16
222,18,Male,99,2.2,71,85,62,42.0,4,25,6.51,No,No,3,92,53,65,5,5,211,7,58,6.49,6.51
223,20,Male,59,5.8,57,99,92,34.0,1,60,5.57,Yes,No,3,89,95,65,6,1,136,11,64,5.44,5.57
224,22,Male,100,6.7,99,39,58,50.0,4,50,7.99,No,No,4,67,58,81,0,5,143,5,55,6.27,7.99
225,23,Female,79,6.3,48,40,84,74.0,0,32,7.42,Yes,No,4,60,96,82,3,4,326,1,82,5.9,7.42
226,20,Female,75,1.2,57,87,82,59.0,2,90,9.64,No,Yes,4,49,73,69,0,0,289,5,90,7.53,9.64
227,19,Female,60,6.4,58,61,29,40.0,2,39,7.17,Yes,No,3,73,79,94,0,5,5,3,100,5.52,7.17
228,23,Female,75,3.5,45,30,59,86.0,2,54,5.95,Yes,No,3,81,72,52,4,0,296,2,94,5.18,5.95
229,19,Female,83,4.9,72,82,33,33.0,0,65,7.94,No,No,3,51,92,64,6,1,106,6,90,6.77,7.94
230,24,Female,55,3.0,64,40,91,61.0,4,86,6.25,No,No,3,79,46,90,6,5,152,3,71,5.86,6.25
231,19,Male,72,3.1,71,48,28,51.0,3,55,7.35,No,No,3,73,45,76,5,0,284,1,56,6.74,7.35
232,24,Male,78,2.8,55,93,96,55.0,3,33,6.1,Yes,No,4,54,52,80,3,4,29,7,69,4.08,6.1
233,21,Female,94,3.7,95,72,76,72.0,3,96,6.1,No,No,3,84,97,51,3,1,276,9,95,5.28,6.1
234,22,Male,85,3.2,65,70,57,92.0,4,51,6.93,No,No,3,50,76,79,5,4,254,10,58,5.32,6.93
235,24,Female,78,1.8,76,55,95,99.0,1,90,5.62,No,No,4,63,89,73,5,0,92,10,63,4.26,5.62
236,23,Male,83,6.6,93,38,72,93.0,1,58,6.56,Yes,No,3,41,40,62,6,0,261,7,71,4.71,6.56
237,23,Female,79,1.5,78,91,94,81.0,4,84,9.56,No,Yes,3,42,62,73,5,1,173,1,95,8.15,9.56
238,22,Male,78,5.9,91,98,96,40.0,0,51,8.39,No,Yes,4,61,95,87,4,1,145,6,61,7.31,8.39
239,19,Male,91,7.9,83,81,62,85.0,0,21,5.93,Yes,No,4,56,41,57,2,2,252,6,61,3.76,5.93
240,22,Male,83,3.6,69,94,39,74.0,0,81,5.96,No,No,4,95,99,64,1,5,252,12,47,5.15,5.96
241,18,Male,64,3.4,61,88,46,96.0,3,64,7.6,No,No,4,52,75,58,1,4,325,1,90,5.4,7.6
242,23,Female,75,1.5,42,44,22,73.0,5,33,8.48,Yes,No,3,65,86,89,4,0,204,4,46,7.58,8.48
243,23,Male,88,2.2,50,72,91,84.0,3,49,9.01,Yes,Yes,3,42,59,80,4,5,30,12,72,7.29,9.01
244,19,Female,80,1.2,79,55,77,84.0,3,20,8.6,Yes,Yes,4,79,53,100,5,5,305,10,45,8.48,8.6
245,20,Male,91,1.7,95,98,43,76.0,2,45,7.51,No,No,3,42,93,100,6,1,51,10,51,5.89,7.51
246,23,Female,88,7.8,60,79,98,80.0,4,34,7.03,No,No,3,66,47,21,2,1,158,8,85,5.48,7.03
247,22,Male,98,5.9,59,40,37,,0,50,6.84,Yes,No,4,95,73,43,3,0,163,0,67,6.61,6.84
248,20,Male,87,3.7,78,47,93,79.0,3,43,7.64,Yes,No,3,71,40,35,6,3,294,11,98,7.21,7.64
249,22,Male,86,3.0,51,70,77,36.0,6,65,9.69,No,Yes,4,68,43,21,5,3,304,9,100,9.35,9.69
250,19,Male,79,7.7,72,93,72,92.0,3,76,7.65,Yes,Yes,3,70,87,90,0,0,329,7,53,5.98,7.65
251,22,Male,69,3.0,57,58,88,66.0,1,78,7.99,No,No,3,80,36,74,0,0,350,10,47,6.79,7.99
252,22,Male,91,1.8,89,99,66,99.0,6,25,8.84,No,Yes,3,53,50,36,3,0,141,11,76,7.33,8.84
253,22,Male,82,1.7,93,61,58,34.0,3,53,7.03,Yes,No,3,68,58,26,2,5,74,11,88,5.56,7.03
254,21,Male,70,2.5,87,74,98,84.0,1,98,6.11,Yes,No,3,58,98,78,5,2,26,11,42,4.65,6.11
255,24,Male,58,,74,65,96,98.0,1,61,9.81,No,No,3,43,36,99,0,3,159,4,86,7.49,9.81
256,20,Female,87,7.9,83,42,37,82.0,0,55,9.32,Yes,No,3,95,97,97,0,2,188,9,86,8.98,9.32
257,23,Male,70,2.0,60,61,70,92.0,1,93,8.28,No,Yes,4,70,56,38,6,0,185,10,50,7.94,8.28
258,21,Female,59,5.4,96,41,71,95.0,5,55,8.56,No,No,4,70,84,77,2,4,170,4,57,7.47,8.56
259,21,Female,75,5.1,95,41,78,75.0,6,28,9.0,No,No,3,79,77,97,5,0,77,9,93,8.96,9.0
260,19,Female,68,4.5,60,66,63,100.0,4,36,7.99,No,No,4,77,89,51,3,3,350,6,78,7.27,7.99
261,24,Female,98,6.3,42,42,100,88.0,0,35,9.59,Yes,No,3,91,92,56,5,0,164,4,57,10.15,9.59
262,21,Female,55,7.9,67,55,36,68.0,1,55,5.91,No,No,4,50,40,56,6,1,292,2,57,4.29,5.91
263,20,Male,78,5.7,81,51,26,80.0,5,59,8.69,Yes,No,4,62,45,89,4,3,195,3,90,7.71,8.69
264,21,Male,100,1.7,53,91,29,46.0,4,48,7.79,No,No,3,59,42,70,3,5,105,4,77,6.31,7.79
265,18,Male,99,3.4,47,84,36,91.0,0,49,7.19,Yes,No,3,90,84,78,4,0,274,12,62,7.03,7.19
266,18,Female,78,7.2,48,78,37,48.0,0,87,7.98,Yes,No,3,54,85,94,4,2,267,5,70,6.54,7.98
267,21,Female,68,5.4,49,82,98,86.0,6,47,5.88,Yes,No,3,52,62,44,0,1,148,5,76,3.14,5.88
268,19,Male,92,6.1,62,84,60,47.0,1,55,8.34,Yes,Yes,4,65,54,51,0,3,191,1,63,6.61,8.34
269,22,Female,99,1.2,94,68,46,96.0,4,85,6.33,No,No,4,90,45,39,2,4,15,5,57,5.6,6.33
270,20,Male,70,4.5,47,60,83,39.0,4,21,9.84,No,Yes,3,46,39,46,6,4,248,9,76,8.85,9.84
271,19,Female,91,3.9,74,52,80,39.0,0,95,5.8,No,No,3,56,70,74,0,3,303,9,48,3.2,5.8
272,19,Male,58,7.6,65,94,56,94.0,6,73,7.36,No,No,4,93,39,63,1,1,193,1,41,6.75,7.36
273,18,Male,72,1.6,45,95,46,49.0,4,61,7.22,Yes,No,3,42,82,78,3,0,306,10,65,4.94,7.22
274,20,Female,70,1.4,45,85,34,88.0,4,97,5.74,Yes,No,3,85,46,52,2,4,119,10,45,4.69,5.74
275,18,Male,100,2.0,40,50,83,74.0,4,86,8.95,No,No,4,51,92,40,2,1,113,2,42,7.18,8.95
276,19,Female,63,6.2,95,64,35,33.0,2,74,6.7,Yes,No,4,100,80,27,4,0,24,4,90,6.84,6.7
277,20,Male,86,4.2,63,37,83,51.0,2,40,6.62,Yes,No,4,43,47,38,2,0,101,10,87,4.06,6.62
278,22,Male,69,6.2,40,35,21,61.0,0,80,7.1,Yes,No,4,77,91,33,3,2,190,4,64,6.2,7.1
279,19,Male,90,6.6,85,83,48,71.0,1,73,9.53,No,No,3,63,96,68,1,3,122,12,49,8.16,9.53
280,20,Male,91,3.6,72,36,42,58.0,6,86,9.82,No,No,3,69,59,24,1,1,39,9,95,8.74,9.82
281,18,Female,73,,59,71,31,100.0,3,21,7.12,No,No,4,96,52,77,0,3,11,10,44,6.38,7.12
282,22,Female,94,2.7,63,93,45,99.0,6,51,6.16,No,No,4,61,76,49,3,0,321,5,49,4.43,6.16
283,18,Male,89,3.4,93,31,62,30.0,6,68,9.24,No,No,4,54,42,43,5,3,283,2,68,8.25,9.24
284,18,Male,88,7.9,66,92,27,48.0,5,55,5.91,Yes,No,3,57,88,72,1,1,13,4,76,3.57,5.91
285,24,Female,99,7.3,69,40,94,42.0,4,37,8.3,No,No,4,61,56,53,3,0,162,7,97,7.0,8.3
286,18,Male,82,5.6,48,60,57,63.0,6,60,9.57,No,Yes,4,47,54,85,0,5,342,3,75,7.36,9.57
287,23,Female,75,4.2,54,39,45,47.0,6,94,5.98,Yes,No,4,93,71,35,2,1,186,6,56,5.3,5.98
288,19,Female,84,3.2,47,98,65,56.0,3,59,7.54,Yes,Yes,3,99,65,32,3,2,212,2,43,7.61,7.54
289,18,Male,98,3.1,85,35,47,71.0,1,31,8.63,No,No,4,49,37,76,6,4,174,8,48,7.52,8.63
290,21,Male,98,3.1,92,52,23,81.0,6,77,7.95,Yes,No,4,40,71,43,2,3,20,6,53,5.54,7.95
291,18,Female,61,6.6,48,45,21,37.0,6,48,6.08,No,No,4,76,58,37,6,1,267,12,54,5.54,6.08
292,20,Male,92,5.1,98,39,22,38.0,1,76,9.06,Yes,No,3,52,45,31,4,5,253,12,57,7.75,9.06
293,24,Female,62,1.3,69,36,41,85.0,6,70,7.68,No,No,3,53,52,98,5,5,321,12,52,6.34,7.68
294,23,Female,66,3.5,98,53,55,65.0,3,39,,Yes,No,4,52,36,28,5,5,266,6,93,7.32,
295,23,Female,86,3.9,75,91,27,41.0,2,69,6.1,Yes,No,3,73,79,62,2,5,252,1,40,4.64,6.1
296,23,Male,95,8.0,74,32,68,75.0,3,89,8.94,No,No,4,98,96,37,6,5,136,3,51,9.85,8.94
297,22,Female,79,2.9,41,70,96,58.0,0,55,5.76,No,No,4,42,55,67,4,4,2,5,73,3.39,5.76
298,22,Female,92,8.0,50,42,51,60.0,2,88,9.09,Yes,No,4,73,44,35,2,5,125,5,89,8.23,9.09
299,24,Male,91,6.9,91,79,65,52.0,1,50,8.11,No,Yes,4,76,42,57,6,0,253,7,72,7.97,8.11
300,22,Male,100,5.9,100,48,92,54.0,6,83,7.89,Yes,No,3,73,52,22,1,0,114,9,51,6.59,7.89
301,21,Male,60,1.4,78,58,22,97.0,3,20,6.96,Yes,No,3,46,74,52,4,0,9,1,99,4.99,6.96
302,24,Male,76,6.0,98,71,27,32.0,1,95,8.6,Yes,No,3,56,37,96,5,4,237,8,55,7.56,8.6
303,24,Male,88,7.0,44,77,70,42.0,2,58,6.92,Yes,No,4,46,79,32,5,1,23,4,47,5.14,6.92
304,23,Female,95,7.7,81,70,42,75.0,1,95,9.08,No,No,4,71,99,55,0,0,62,6,96,7.74,9.08
305,20,Female,63,2.2,40,80,92,34.0,1,97,6.9,Yes,No,3,74,64,49,1,5,293,7,87,5.44,6.9
306,23,Male,86,2.0,87,39,50,74.0,2,41,8.3,Yes,No,4,50,37,69,5,3,305,9,73,6.96,8.3
307,24,Female,83,1.1,53,61,28,74.0,2,33,8.67,Yes,No,3,65,41,66,2,3,123,5,85,7.4,8.67
308,21,Female,81,7.8,96,82,83,78.0,2,89,7.15,No,No,4,93,76,71,6,4,27,5,73,7.5,7.15
309,24,Male,65,4.2,91,34,57,32.0,2,53,9.69,Yes,No,3,83,80,51,6,3,339,10,40,10.15,9.69
310,20,Male,79,2.1,44,100,31,73.0,4,98,9.43,Yes,No,4,46,58,28,2,3,102,8,82,7.56,9.43
311,21,Male,93,7.2,50,36,32,72.0,1,44,7.3,No,No,3,54,52,73,3,3,324,0,91,5.52,7.3
312,23,Female,74,2.7,43,80,93,100.0,6,82,6.18,No,No,3,42,69,99,2,5,277,12,99,3.5,6.18
313,18,Female,60,3.1,82,91,45,42.0,0,46,6.25,No,No,3,79,47,52,0,4,6,6,55,4.66,6.25
314,18,Female,62,3.2,65,90,82,63.0,0,89,7.21,No,No,3,58,49,59,2,5,85,1,43,5.37,7.21
315,21,Female,66,4.1,56,86,79,63.0,1,54,7.98,Yes,No,4,45,94,95,4,1,225,1,72,6.18,7.98
316,24,Male,60,5.7,91,99,72,59.0,4,27,9.2,No,No,3,96,72,72,4,2,140,3,87,9.68,9.2
317,22,Female,91,7.2,70,68,30,80.0,6,24,7.71,Yes,No,3,87,71,78,4,5,291,3,81,7.53,7.71
318,18,Female,66,7.6,50,57,44,46.0,0,74,5.84,No,No,4,52,81,78,4,2,313,7,70,3.89,5.84
319,19,Male,93,2.8,98,38,31,79.0,4,70,7.93,No,No,4,41,66,62,1,1,262,8,64,5.36,7.93
320,22,Female,55,6.5,79,96,73,44.0,3,39,6.15,Yes,No,4,40,80,40,6,1,165,8,60,4.18,6.15
321,18,Male,73,7.1,96,74,72,63.0,3,82,8.02,No,Yes,4,57,71,47,2,0,11,2,75,6.3,8.02
322,18,Male,72,3.8,79,81,24,80.0,2,50,5.72,No,No,3,78,79,76,5,0,264,6,93,4.98,5.72
323,20,Female,56,3.4,90,68,59,65.0,6,82,9.28,Yes,No,4,62,48,86,1,5,79,6,61,7.82,9.28
324,24,Male,63,3.1,87,86,61,64.0,5,73,8.16,Yes,No,4,48,60,98,4,2,265,1,87,6.51,8.16
325,19,Female,68,7.4,66,92,86,77.0,6,27,7.77,Yes,No,4,57,51,72,6,0,2,6,89,6.8,7.77
326,18,Female,100,4.5,48,97,92,33.0,1,44,9.35,Yes,Yes,3,71,85,93,1,3,143,9,78,8.26,9.35
327,24,Male,70,1.2,43,76,45,65.0,2,79,7.72,Yes,No,3,64,92,78,2,5,180,4,62,6.22,7.72
328,23,Male,70,3.6,78,87,42,90.0,4,90,7.04,Yes,No,4,73,84,61,0,5,255,6,68,5.37,7.04
329,24,Female,99,1.6,41,79,26,50.0,6,93,8.93,Yes,No,4,51,73,38,3,4,193,9,54,7.36,8.93
330,24,Male,96,2.6,53,64,72,95.0,0,21,7.59,Yes,Yes,3,92,77,61,6,4,124,5,53,7.99,7.59
331,23,Male,93,6.6,54,62,97,69.0,5,55,7.36,No,Yes,4,97,36,23,0,2,289,7,59,6.71,7.36
332,24,Female,84,2.8,69,68,86,80.0,4,33,5.53,No,No,4,74,90,86,6,4,350,6,64,4.8,5.53
333,22,Female,74,5.8,70,38,63,65.0,5,61,9.29,No,No,4,62,40,96,5,2,231,0,83,8.63,9.29
334,23,Female,67,2.0,88,60,27,81.0,5,60,8.5,Yes,No,3,73,64,32,3,2,256,6,81,7.72,8.5
335,23,Female,73,2.8,66,81,69,34.0,4,93,9.09,No,Yes,3,96,59,73,3,3,225,12,79,9.35,9.09
336,23,Male,98,4.7,90,90,65,94.0,2,41,9.2,Yes,Yes,4,84,46,41,2,2,187,1,92,8.8,9.2
337,20,Male,85,1.9,56,53,62,41.0,1,65,6.48,No,No,4,72,57,34,5,2,175,8,96,5.66,6.48
338,21,Female,78,2.8,58,89,35,90.0,0,94,8.05,Yes,No,4,80,55,87,2,4,106,8,97,7.26,8.05
339,21,Male,87,1.8,83,78,87,68.0,3,26,9.33,Yes,Yes,3,66,58,27,5,4,308,1,62,8.84,9.33
340,19,Male,76,3.9,76,88,38,70.0,6,43,8.93,No,No,3,84,87,21,6,0,157,11,84,9.28,8.93
341,20,Male,75,5.4,40,87,55,56.0,6,41,8.04,Yes,Yes,3,98,73,70,6,0,300,0,82,8.77,8.04
342,21,Male,63,5.3,80,84,71,84.0,3,69,5.52,Yes,No,3,52,57,83,6,4,290,4,95,3.9,5.52
343,23,Female,55,7.2,88,97,44,32.0,5,20,,Yes,No,3,76,60,72,4,0,74,2,73,8.23,
344,19,Female,74,1.9,64,94,95,69.0,1,28,,No,Yes,3,41,47,29,1,4,251,7,79,4.85,
345,20,Female,88,5.2,61,85,37,73.0,3,65,8.8,Yes,No,3,81,36,94,2,1,121,5,57,8.2,8.8
346,24,Female,56,2.6,86,46,47,32.0,4,84,6.24,No,No,3,42,69,100,0,4,32,5,52,3.17,6.24
347,23,Male,79,7.1,56,98,99,36.0,4,26,8.41,Yes,Yes,4,79,84,22,0,1,202,9,88,7.25,8.41
348,18,Male,81,4.1,47,100,52,90.0,5,39,6.4,Yes,No,3,68,41,99,1,1,114,0,50,4.6,6.4
349,20,Female,97,1.7,73,64,99,47.0,3,33,7.75,Yes,Yes,3,60,35,78,2,3,308,4,96,6.1,7.75
350,20,Male,61,4.5,78,55,53,96.0,1,65,8.6,No,No,4,100,43,51,5,3,345,11,77,9.32,8.6
1,23,Male,56,6.2,55,58,37,43.0,5,89,5.88,No,No,3,66,74,71,5,3,11,12,95,4.7,5.88
2,18,Male,60,2.5,72,33,91,,5,89,7.35,No,No,3,45,57,41,2,3,95,0,96,5.02,7.35
3,22,Female,55,6.3,50,84,63,65.0,1,47,9.71,No,No,4,65,81,34,2,4,197,5,65,8.65,9.71
4,18,Male,79,1.7,94,74,97,63.0,6,25,8.71,Yes,Yes,3,47,89,64,4,1,198,3,69,7.13,8.71
5,21,Male,90,3.1,80,76,93,54.0,5,28,5.7,Yes,No,4,62,65,75,0,2,340,0,61,3.32,5.7
356,21,Female,83,4.6,77,54,43,95.0,3,100,8.2,Yes,No,3,68,73,38,0,4,324,0,78,7.04,8.2
357,23,Male,94,1.1,73,38,27,34.0,1,50,8.14,No,No,4,68,60,86,1,5,150,7,40,7.05,8.14
358,21,Female,81,8.0,99,40,52,70.0,6,49,7.76,Yes,No,3,76,48,71,0,2,197,1,41,8.07,7.76
359,18,Male,68,7.5,43,90,68,80.0,3,29,7.99,Yes,No,4,61,46,59,2,0,209,12,99,5.67,7.99
360,19,Male,55,1.4,91,92,42,54.0,3,85,6.34,Yes,No,4,81,84,34,3,3,108,0,57,6.61,6.34
361,22,Female,56,2.5,65,42,25,48.0,1,76,6.64,No,No,4,64,44,29,0,1,298,10,55,4.37,6.64
362,20,Female,94,4.2,77,91,93,47.0,6,69,6.3,Yes,No,4,98,64,98,1,5,97,2,87,5.56,6.3
363,19,Female,85,5.2,66,36,33,43.0,0,85,9.74,Yes,No,4,56,88,96,3,2,266,2,99,9.13,9.74
364,19,Male,85,4.9,94,39,55,57.0,1,22,5.8,No,No,4,55,42,25,1,2,188,8,76,2.88,5.8
365,20,Male,83,7.9,82,96,94,47.0,4,24,9.56,No,Yes,4,84,74,24,0,4,325,1,70,8.23,9.56
366,20,Female,63,8.0,44,87,89,77.0,5,25,9.46,Yes,No,4,62,45,80,0,3,15,7,76,7.75,9.46
367,23,Female,79,5.1,78,39,30,41.0,5,34,9.87,No,No,4,64,93,76,3,4,42,8,88,8.72,9.87
368,20,Male,85,1.2,84,44,83,92.0,2,21,7.12,Yes,No,3,73,56,63,5,3,255,3,60,6.14,7.12
369,20,Male,95,4.0,91,55,47,79.0,1,94,9.55,Yes,No,3,48,98,64,6,0,32,4,92,7.46,9.55
370,21,Female,72,7.5,93,82,68,96.0,3,60,8.65,No,Yes,4,44,39,55,6,4,21,10,85,7.46,8.65
371,20,Female,96,6.5,41,47,71,88.0,1,23,8.88,No,No,3,89,53,26,5,0,228,1,80,8.62,8.88
372,23,Female,59,5.8,52,90,52,52.0,5,21,8.82,Yes,No,3,54,69,64,4,5,266,8,79,8.3,8.82
373,21,Male,60,3.9,97,79,36,87.0,3,45,8.25,Yes,No,4,75,99,63,3,2,333,3,46,8.54,8.25
374,24,Male,68,2.7,64,41,59,98.0,6,61,6.65,Yes,No,4,72,45,24,3,2,281,6,89,4.86,6.65
375,18,Male,59,4.0,42,52,88,72.0,5,37,7.57,No,No,4,77,46,48,3,4,286,4,93,7.32,7.57
376,23,Male,88,4.6,98,62,59,78.0,6,98,6.42,Yes,No,4,76,98,45,3,4,58,8,40,5.42,6.42
377,18,Male,88,7.4,74,45,82,41.0,5,41,5.79,No,No,4,98,86,54,1,3,252,2,61,4.83,5.79
378,21,Female,61,2.3,79,33,53,46.0,5,22,5.66,Yes,No,3,40,71,61,5,2,125,9,71,3.23,5.66
379,23,Male,87,5.4,85,55,87,85.0,0,68,8.29,Yes,Yes,3,95,62,87,1,4,313,9,94,6.07,8.29
380,23,Female,66,3.2,60,54,47,54.0,0,37,9.41,Yes,No,3,56,84,32,3,3,278,12,85,7.41,9.41
381,21,Male,61,2.4,83,75,66,44.0,5,84,8.29,No,No,3,91,44,81,0,0,19,12,75,7.91,8.29
382,22,Female,64,2.3,47,56,42,50.0,2,32,8.05,Yes,No,4,44,47,61,3,3,218,8,62,6.54,8.05
383,22,Female,55,5.4,42,55,43,82.0,3,66,8.75,No,No,3,78,56,32,4,0,165,1,91,9.22,8.75
384,24,Female,91,5.2,72,73,53,65.0,0,40,9.08,No,No,3,97,77,88,5,2,221,12,51,7.7,9.08
385,23,Male,59,6.6,59,90,32,31.0,2,99,5.72,No,No,4,61,62,71,4,1,272,1,64,4.34,5.72
386,23,Male,99,1.8,65,32,34,43.0,5,50,6.63,No,No,3,88,60,68,0,0,132,4,57,6.24,6.63
387,22,Female,88,5.0,46,86,29,100.0,4,25,7.2,Yes,No,4,70,56,83,4,4,305,0,67,7.24,7.2
388,21,Female,88,3.8,59,76,87,66.0,3,54,7.97,No,Yes,4,41,36,51,4,0,324,2,66,8.08,7.97
389,21,Male,75,6.2,43,70,29,58.0,3,81,6.6,Yes,No,3,73,47,79,1,1,309,11,47,4.44,6.6
390,21,Female,62,2.4,43,75,87,49.0,0,66,7.45,No,No,4,78,68,94,5,3,186,12,87,7.06,7.45
391,19,Female,63,2.7,47,94,59,94.0,4,65,6.71,Yes,No,4,88,65,44,1,4,334,3,96,5.37,6.71
392,23,Male,55,2.9,67,33,99,34.0,0,48,7.88,Yes,No,3,98,55,90,1,5,191,7,70,6.14,7.88
393,20,Female,86,6.2,93,39,35,87.0,6,99,9.19,Yes,No,4,67,68,69,6,1,188,2,81,9.55,9.19
394,20,Female,90,6.3,92,53,74,77.0,4,32,7.53,No,No,3,74,45,75,4,4,248,10,69,6.6,7.53
395,24,Male,59,3.2,98,40,58,93.0,5,61,6.74,Yes,No,3,62,76,66,0,2,225,9,78,7.01,6.74
396,20,Female,88,6.6,59,88,60,58.0,3,86,6.59,No,No,4,41,81,70,4,3,99,11,76,5.63,6.59
397,21,Male,92,4.9,51,41,78,66.0,6,22,6.47,Yes,No,3,76,72,22,5,3,32,9,74,5.32,6.47
398,22,Male,76,1.6,87,43,60,40.0,0,38,5.93,No,No,3,85,63,82,6,4,173,12,69,4.12,5.93
399,20,Female,98,2.0,71,98,29,35.0,3,64,9.26,No,No,3,96,94,89,5,0,268,5,85,7.91,9.26
400,18,Female,81,7.4,55,50,68,51.0,2,46,7.21,No,No,4,96,42,80,2,5,58,4,81,5.81,7.21
401,19,Male,84,1.1,70,34,60,43.0,1,43,7.08,Yes,No,4,78,100,48,3,1,143,6,51,7.62,7.08
402,20,Female,71,4.4,65,73,90,41.0,3,48,7.26,Yes,Yes,3,91,84,87,6,4,140,12,43,6.19,7.26
403,18,Female,78,4.2,55,83,97,50.0,3,40,8.9,Yes,Yes,4,98,51,99,2,4,273,0,49,8.92,8.9
404,19,Male,68,6.7,94,49,36,40.0,2,54,8.21,Yes,No,4,84,94,30,5,4,278,8,59,6.69,8.21
405,19,Female,67,7.4,45,86,46,34.0,4,72,7.81,Yes,No,4,60,74,71,0,4,156,7,82,6.77,7.81
406,20,Male,98,2.0,82,80,79,45.0,5,76,5.55,No,No,4,55,72,92,0,3,5,12,86,3.58,5.55
407,19,Female,95,3.6,74,68,63,80.0,4,31,6.63,Yes,No,4,86,49,62,2,2,288,7,86,5.56,6.63
408,21,Female,60,1.7,79,42,36,52.0,1,44,7.27,No,No,3,46,64,24,1,0,222,6,89,4.88,7.27
409,24,Female,87,2.0,53,48,69,91.0,2,72,8.24,No,No,4,90,66,97,4,0,133,5,52,6.73,8.24
410,23,Female,61,4.9,53,95,62,67.0,6,33,8.19,Yes,No,4,89,73,90,1,2,313,8,72,6.59,8.19
411,23,Male,88,8.0,85,55,92,33.0,5,45,8.92,Yes,Yes,3,70,88,62,2,0,184,4,69,8.54,8.92
412,21,Male,70,7.3,74,99,91,38.0,4,53,6.24,No,No,3,47,35,56,5,2,123,12,76,5.21,6.24
413,19,Male,93,4.8,44,88,24,81.0,1,37,6.85,No,No,3,50,60,72,3,0,73,8,64,4.9,6.85
414,21,Male,76,4.6,56,61,92,72.0,0,24,8.68,Yes,Yes,4,71,48,80,2,3,319,11,76,8.54,8.68
415,24,Female,86,7.2,69,82,75,45.0,4,34,9.48,No,Yes,4,66,38,61,0,2,315,6,86,8.74,9.48
416,20,Female,92,7.1,55,45,77,61.0,4,70,9.78,No,No,3,73,65,89,2,5,202,3,96,8.5,9.78
417,24,Female,89,3.9,91,51,48,83.0,4,35,9.48,Yes,No,3,47,93,20,2,1,153,0,60,7.42,9.48
418,21,Female,88,3.8,62,59,25,69.0,0,78,9.45,No,No,4,71,53,80,1,1,151,11,97,7.26,9.45
419,20,Female,85,1.1,80,55,88,60.0,1,26,8.36,No,Yes,4,97,70,73,5,1,171,11,100,8.19,8.36
420,21,Male,65,2.6,59,45,45,64.0,1,50,7.71,No,No,4,63,49,95,4,1,154,2,82,5.81,7.71
421,19,Male,84,7.9,68,97,29,97.0,0,20,8.14,No,No,4,67,46,41,2,1,125,2,57,8.01,8.14
422,18,Male,64,7.9,42,89,94,79.0,0,83,5.76,Yes,No,4,60,96,24,4,2,258,10,83,4.83,5.76
423,22,Male,93,6.5,50,44,97,85.0,1,76,7.91,No,No,3,56,97,89,1,4,308,7,56,5.37,7.91
424,22,Male,91,4.1,96,53,61,49.0,4,22,8.18,No,No,4,86,68,23,0,0,91,9,80,7.58,8.18
425,24,Male,94,2.0,59,84,25,70.0,6,99,8.75,No,No,4,45,100,41,3,2,127,2,71,8.86,8.75
426,24,Female,58,3.2,69,76,47,35.0,1,82,8.82,Yes,No,3,87,93,86,5,0,1,3,66,9.22,8.82
427,19,Male,80,4.9,70,84,29,34.0,5,98,6.51,No,No,3,75,65,73,3,0,116,5,59,5.05,6.51
428,19,Male,65,3.8,81,37,63,52.0,3,70,9.62,Yes,No,4,64,41,47,3,2,126,2,90,9.74,9.62
429,19,Female,68,3.8,78,89,59,90.0,3,82,9.87,Yes,No,4,53,84,73,0,0,141,5,100,8.92,9.87
430,18,Male,71,4.6,76,57,54,43.0,2,27,6.18,No,No,3,89,65,35,0,2,196,7,45,5.78,6.18
431,20,Female,88,5.7,59,80,97,60.0,3,25,6.33,Yes,No,3,53,74,72,3,3,278,11,48,5.52,6.33
432,22,Female,75,6.1,82,78,38,56.0,6,55,7.85,No,No,4,48,84,86,6,2,115,1,58,6.34,7.85
433,22,Male,63,1.3,41,91,92,31.0,6,58,8.41,Yes,No,3,75,80,35,6,2,120,12,80,6.33,8.41
434,24,Female,62,3.7,43,92,69,72.0,2,83,8.59,Yes,No,3,99,86,45,3,1,179,10,85,7.31,8.59
435,18,Female,82,6.6,70,62,90,69.0,5,22,9.47,Yes,Yes,4,98,43,71,2,0,193,7,94,8.84,9.47
436,21,Female,71,1.5,42,74,61,77.0,4,58,6.65,Yes,No,4,64,78,66,0,4,110,12,44,5.18,6.65
437,22,Female,94,3.9,57,38,79,87.0,3,69,5.67,Yes,No,4,59,98,66,3,0,76,9,52,3.28,5.67
438,20,Male,70,4.6,99,99,70,30.0,1,90,7.67,Yes,Yes,4,56,79,33,0,2,106,11,65,6.72,7.67
439,19,Male,65,3.3,84,92,92,67.0,2,73,6.76,No,No,3,81,66,66,2,5,91,8,87,4.03,6.76
440,18,Male,100,3.2,94,87,85,91.0,0,40,8.23,No,Yes,4,43,79,52,3,4,200,4,85,7.48,8.23
441,20,Female,66,3.3,88,56,92,46.0,4,73,8.32,Yes,No,4,91,55,36,1,3,318,10,58,7.14,8.32
